iter	RMSE
199	0.02485542154
200	0.02464552146
201	0.02449049261
202	0.02429288452
203	0.02412582615
204	0.02396569721
205	0.02379897945
206	0.02363712517
207	0.02346346088
208	0.02325509651
209	0.0230853789
210	0.02289952388
211	0.02276588587
212	0.02258881603
213	0.022418715
214	0.02223071433
215	0.02206931104
216	0.02190422551
217	0.02172270304
218	0.0215582505
219	0.02140725777
220	0.02124692071
221	0.02108596131
222	0.02092674816
223	0.02077772552
224	0.02062959098
225	0.02047959028
226	0.02034788882
227	0.02020343804
228	0.02004201032
229	0.01990004817
230	0.01976295112
231	0.01961632467
232	0.01948017254
233	0.01934444557
234	0.01921589716
235	0.01907443778
236	0.01893670201
237	0.01879063694
238	0.01863744231
239	0.01848542667
240	0.01834249294
241	0.01820853248
242	0.01807154603
243	0.01795004354
244	0.01781188906
245	0.0176618339
246	0.01755337275
247	0.01743152643
248	0.01729956743
249	0.0171629333
250	0.01703564023
251	0.01690938911
252	0.01679628276
253	0.01663800324
254	0.01651367063
255	0.01637921137
256	0.01626865096
257	0.01616298017
258	0.01604298241
259	0.01591329207
260	0.01579395775
261	0.01567917695
262	0.01557369074
263	0.01546037586
264	0.01535096431
265	0.01527239464
266	0.01515363492
267	0.01504467023
268	0.01496799884
269	0.01484981831
270	0.01472605609
271	0.01464931468
272	0.01453344766
273	0.01443469641
274	0.01433344111
275	0.0142312465
276	0.01411536805
277	0.01401443506
278	0.01391170504
279	0.01382905603
280	0.01373711058
281	0.01362215671
282	0.01352231163
283	0.01342818904
284	0.01332489322
285	0.01322438145
286	0.01313669388
287	0.01304735415
288	0.01296441629
289	0.01289439484
290	0.01280442828
291	0.01273635308
292	0.01265156003
293	0.01254634247
294	0.01245477879
295	0.01237559181
296	0.01228379451
297	0.01219229206
298	0.01211115992
299	0.01201330156
300	0.01191427889
301	0.01182571814
302	0.01175846945
303	0.01168102462
304	0.01159526743
305	0.0115159884
306	0.01144421503
307	0.01136130215
308	0.01128606347
309	0.01121020828
310	0.0111319475
311	0.01106966776
312	0.01099960928
313	0.01093966006
314	0.01086748809
315	0.01078741084
316	0.01073238757
317	0.01067016348
318	0.01059343694
319	0.01052938104
320	0.01046680461
321	0.01039257884
322	0.01032880972
323	0.01026025471
324	0.01020603948
325	0.01014100784
326	0.01008208605
327	0.01001454614
328	0.009957789659
329	0.009892164604
330	0.009823543391
331	0.009757715081
332	0.00970518347
333	0.009637241537
334	0.009575371096
335	0.009524393138
336	0.009460594308
337	0.009411058345
338	0.00934347263
339	0.009282821354
340	0.009217271479
341	0.009163166217
342	0.009111949297
343	0.009048167231
344	0.009006042358
345	0.008950437806
346	0.008896488081
347	0.008839999282
348	0.008783461317
349	0.008724831956
350	0.008670054187
351	0.008618626652
352	0.008565492385
353	0.008508109094
354	0.008451869171
355	0.008401120185
356	0.008339648805
357	0.008302428857
358	0.008242513938
359	0.008194404075
360	0.008148682176
361	0.008090760859
362	0.008045661112
363	0.007989291576
364	0.007933999395
365	0.007880561747
366	0.007836058291
367	0.007782559592
368	0.007730088371
369	0.007678627983
370	0.007651139105
371	0.007600778288
372	0.007551156691
373	0.007502125771
374	0.007443921221
375	0.007430929096
376	0.007380320792
377	0.00736846804
378	0.007322480309
379	0.007272557826
380	0.007218522253
381	0.007172769075
382	0.007126478937
383	0.007115181845
384	0.007068372795
385	0.007057264866
386	0.007003300491
387	0.006992320176
388	0.006946948848
389	0.00688958326
390	0.006878899168
391	0.006823223124
392	0.006779531958
393	0.006729466428
394	0.006712628506
395	0.006669379782
396	0.006659247692
397	0.006606210656
398	0.006543762872
399	0.00652759329
400	0.006476513685
401	0.00643522577
402	0.006419550215
403	0.006377432021
404	0.006328072731
405	0.006287043865
406	0.006239012814
407	0.006199044865
408	0.006168954767
409	0.00613011811
410	0.006107567092
411	0.00605837302
412	0.006014927905
413	0.005972495641
414	0.005950904237
415	0.005942205691
416	0.005900892509
417	0.005886666887
418	0.005838012311
419	0.005824135068
420	0.00578798404
421	0.0057520262
422	0.005705040044
423	0.005669925519
424	0.005635566307
425	0.005595806914
426	0.005546876147
427	0.005508190018
428	0.005474677611
429	0.005427923707
430	0.005385062156
431	0.005352511472
432	0.005323551418
433	0.00529507055
434	0.005250787115
435	0.005210379142
436	0.005170666905
437	0.005129074837
438	0.005090574776
439	0.005062649312
440	0.005019766245
441	0.005003936959
442	0.004973986783
443	0.004941482106
444	0.004926130014
445	0.004892174812
446	0.004853292701
447	0.004827058292
448	0.004812415763
449	0.004798132605
450	0.004772704029
451	0.004738715921
452	0.00472561894
453	0.004699526856
454	0.004662566829
455	0.004638252234
456	0.004614497195
457	0.004585636862
458	0.004562575921
459	0.004530498929
460	0.0044990295
461	0.004474728714
462	0.004464993366
463	0.004441235825
464	0.004406255628
465	0.004386453385
466	0.004349592676
467	0.004337737819
468	0.004304124018
469	0.004274980643
470	0.004233899915
471	0.004201984855
472	0.004162081041
473	0.004137380905
474	0.00411342169
475	0.00410542961
476	0.004097581741
477	0.00405917041
478	0.004051545367
479	0.004016484561
480	0.004008631688
481	0.003982428444
482	0.003974752684
483	0.003949045556
484	0.003923158101
485	0.003898170041
486	0.003869321999
487	0.003847471049
488	0.003840437719
489	0.003833136723
490	0.003804503889
491	0.003797723905
492	0.003765549559
493	0.0037589604
494	0.003734984527
495	0.003723408236
496	0.003700199898
497	0.003679125711
498	0.00367280857
499	0.00364025726
500	0.003610717174
501	0.003604305172
502	0.003592882514
503	0.003570717446
504	0.00355089619
505	0.00353154384
506	0.003503214573
507	0.003484739181
508	0.003460096688
509	0.003450781378
510	0.003441623302
511	0.003435893104
512	0.003411862882
513	0.003400291014
514	0.003378125576
515	0.003371138242
516	0.003346375977
517	0.003335295017
518	0.003311159924
519	0.003297128834
520	0.003288570791
521	0.003262318509
522	0.003251388818
523	0.003244753835
524	0.003234388799
525	0.003206671731
526	0.003200201825
527	0.003180213739
528	0.0031673277
529	0.003159429294
530	0.003130202914
531	0.003120085243
532	0.003095679559
533	0.003089752558
534	0.00308367045
535	0.003076115445
536	0.00306347228
537	0.003054718384
538	0.003032529193
539	0.003009082945
540	0.002993289745
541	0.002990126405
542	0.002970557998
543	0.002950128915
544	0.002944712153
545	0.002941636811
546	0.002917441595
547	0.002898645248
548	0.002878547739
549	0.002873089919
550	0.0028638264
551	0.002844325476
552	0.002833017245
553	0.002827963492
554	0.002819081383
555	0.00281624322
556	0.002796911598
557	0.002776618229
558	0.002757920357
559	0.002747175097
560	0.002735598953
561	0.002730840682
562	0.002709878317
563	0.002691854799
564	0.002674335129
565	0.002662116356
566	0.002658059113
567	0.002640343613
568	0.002632971408
569	0.002628986142
570	0.002609068193
571	0.002592561696
572	0.002576520048
573	0.00255891982
574	0.00254344164
575	0.002529938649
576	0.002516855489
577	0.002504178627
578	0.00248776776
579	0.002475598986
580	0.002461094351
581	0.002447305975
582	0.002433893826
583	0.002419347539
584	0.00240229623
585	0.002390562524
586	0.002371909948
587	0.002359208849
588	0.002341094549
589	0.002322273208
590	0.00230934247
591	0.002298501488
592	0.002281273414
593	0.002266073877
594	0.002259303274
595	0.002241509748
596	0.002234955646
597	0.002220725504
598	0.002214162684
599	0.002207886615
600	0.002190766898
601	0.002184529876
602	0.00217891458
603	0.00216222644
604	0.002155245243
605	0.002139622044
606	0.002133832478
607	0.002117744903
608	0.002110141511
609	0.00209448818
610	0.002088029704
611	0.002081787631
612	0.002066488117
613	0.002051375014
614	0.002044469
615	0.002029766198
616	0.002025139936
617	0.002019979084
618	0.002005664604
619	0.001999333304
620	0.001993192096
621	0.001985217103
622	0.001978058521
623	0.001970366833
624	0.001965005342
625	0.001958987224
626	0.001945172078
627	0.001933608365
628	0.001922434679
629	0.0019140954
630	0.001909429293
631	0.001897946716
632	0.001887428661
633	0.001879437343
634	0.001870579195
635	0.001862803
636	0.001853345819
637	0.001847540447
638	0.001838066226
639	0.001827536354
640	0.001817275666
641	0.001808928848
642	0.001804737213
643	0.00179746404
644	0.001788493127
645	0.001775556197
646	0.001770240578
647	0.001756163872
648	0.001742557523
649	0.001733183244
650	0.001726564733
651	0.001721057687
652	0.001717048095
653	0.001703195448
654	0.001693633078
655	0.001684854641
656	0.001675909075
657	0.001669377408
658	0.001658463319
659	0.001648322016
660	0.001639686645
661	0.001632319969
662	0.001622449478
663	0.001615229609
664	0.001609029445
665	0.001599132369
666	0.001589627022
667	0.001581452684
668	0.00156993936
669	0.001558859208
670	0.001547608989
671	0.001539899804
672	0.001535135027
673	0.001522832803
674	0.001517009324
675	0.001506069824
676	0.001495410585
677	0.001489763683
678	0.001479392071
679	0.001470614042
680	0.001462904489
681	0.001455559344
682	0.001450063892
683	0.001440037219
684	0.001431571298
685	0.001421919021
686	0.001413673907
687	0.001404204853
688	0.001396238389
689	0.001387817372
690	0.001378649547
691	0.001370894322
692	0.001362044588
693	0.001355216934
694	0.001347642748
695	0.00133897535
696	0.00133105418
697	0.001323679917
698	0.001315288748
699	0.001307103666
700	0.001299891562
701	0.0012934379
702	0.001285562474
703	0.001278107363
704	0.001269934351
705	0.0012625602
706	0.001255338168
707	0.001245950477
708	0.001237341097
709	0.001231619893
710	0.001226014676
711	0.001217935051
712	0.001212457205
713	0.001204665629
714	0.00119737445
715	0.001190759751
716	0.001185453627
717	0.001178026221
718	0.001170852234
719	0.001165677808
720	0.001160166759
721	0.001153255873
722	0.001147615221
723	0.001140749539
724	0.001134302597
725	0.001128008707
726	0.001122016557
727	0.001115315487
728	0.001109243281
729	0.001104378122
730	0.001097743843
731	0.001091228653
732	0.001084823178
733	0.00107917112
734	0.001071180117
735	0.001064841828
736	0.00105638727
737	0.001048633035
738	0.001040908109
739	0.001034337854
740	0.001026816359
741	0.001020836348
742	0.001012807235
743	0.001005435197
744	0.0009979246467
745	0.0009916821382
746	0.0009845231841
747	0.0009772540681
748	0.0009696256765
749	0.0009636011095
750	0.0009582956001
751	0.0009508824204
752	0.0009443195653
753	0.0009375905278
754	0.0009303859979
755	0.0009237394962
756	0.0009182628013
757	0.0009120891722
758	0.000906427227
759	0.0008995459336
760	0.0008935340237
761	0.000888908475
762	0.0008837654487
763	0.0008774905299
764	0.0008724912392
765	0.0008670872474
766	0.0008597515853
767	0.0008540876979
768	0.0008497312366
769	0.0008443797894
770	0.0008391865627
771	0.0008321493339
772	0.0008258838828
773	0.0008190463081
774	0.0008129561938
775	0.0008072890018
776	0.0008018300444
777	0.0007958739328
778	0.0007906778433
779	0.0007852288364
780	0.0007800074218
781	0.0007749508556
782	0.0007700544294
783	0.0007653135352
784	0.0007636339195
785	0.0007619927476
786	0.0007603891323
787	0.000758822207
788	0.0007570200924
789	0.000755219741
790	0.0007534903221
791	0.0007517632154
792	0.0007456048176
793	0.0007395574297
794	0.0007347676477
795	0.0007288743284
796	0.0007241985223
797	0.0007195168398
798	0.0007149404892
799	0.0007103611944
800	0.0007058640686
801	0.000700890335
802	0.0006959890511
803	0.0006926833372
804	0.0006894485692
805	0.0006862830176
806	0.0006848602053
807	0.0006812694028
808	0.0006789840014
809	0.0006767344385
810	0.000675340702
811	0.0006718414605
812	0.0006696307622
813	0.0006682658346
814	0.0006666177795
815	0.0006649966127
816	0.0006612515465
817	0.0006593010339
818	0.0006553689816
819	0.0006532096315
820	0.0006516252212
821	0.000647823347
822	0.0006459174385
823	0.0006443666301
824	0.0006424927306
825	0.0006388140146
826	0.0006367459739
827	0.0006352417317
828	0.0006320288793
829	0.0006302967096
830	0.0006282831163
831	0.0006270784077
832	0.000625901412
833	0.0006248599234
834	0.0006233696054
835	0.0006213870511
836	0.0006203673573
837	0.0006189038159
838	0.0006171190882
839	0.000612328221
840	0.0006105795909
841	0.0006091554051
842	0.0006074304572
843	0.0006027132032
844	0.0005992894066
845	0.0005959315039
846	0.0005949681784
847	0.0005916783759
848	0.000590177354
849	0.0005892399664
850	0.0005850161497
851	0.0005840981516
852	0.000580128318
853	0.0005787001486
854	0.0005743796551
855	0.0005703503127
856	0.0005692079034
857	0.0005647546475
858	0.000563888429
859	0.0005601274782
860	0.0005590309593
861	0.0005545395587
862	0.0005507158185
863	0.0005496799721
864	0.0005488528267
865	0.000547817057
866	0.0005466761071
867	0.0005455515731
868	0.0005446244663
869	0.0005409178768
870	0.0005401761044
871	0.0005360376379
872	0.0005353130416
873	0.0005312608538
874	0.0005302777374
875	0.0005268184502
876	0.0005260657364
877	0.0005249901253
878	0.0005242480709
879	0.0005231875476
880	0.0005225039948
881	0.0005184573676
882	0.0005177857863
883	0.0005161788666
884	0.0005136876821
885	0.0005126567239
886	0.0005119491287
887	0.0005110869272
888	0.0005081828306
889	0.0005066305486
890	0.0005038176858
891	0.0005010188346
892	0.0005003703085
893	0.0004997306761
894	0.0004958696477
895	0.0004943862753
896	0.0004920455039
897	0.0004914187869
898	0.0004907146201
899	0.0004892743847
900	0.0004885760368
901	0.0004878868362
902	0.0004859079041
903	0.0004852886677
904	0.0004846082666
905	0.0004833635943
906	0.0004827555696
907	0.0004820814967
908	0.0004806744714
909	0.0004784045843
910	0.0004777378887
911	0.0004758228146
912	0.0004751654424
913	0.000472930091
914	0.0004707245142
915	0.0004701300753
916	0.0004690221992
917	0.0004683765681
918	0.000465602904
919	0.00046381488
920	0.0004616731201
921	0.0004603245906
922	0.0004582435409
923	0.000456857792
924	0.000455796448
925	0.0004524631279
926	0.0004511673693
927	0.0004499094252
928	0.0004492789262
929	0.0004465237199
930	0.0004451904982
931	0.0004443315454
932	0.0004426160596
933	0.0004415718765
934	0.0004402635857
935	0.0004370635485
936	0.000436528293
937	0.0004353333648
938	0.0004348049495
939	0.0004317759674
940	0.0004286561879
941	0.0004276624341
942	0.0004246018839
943	0.0004240927465
944	0.0004231209627
945	0.0004201218656
946	0.0004195906754
947	0.0004190672705
948	0.0004161230013
949	0.0004151767943
950	0.0004146654297
951	0.0004123491823
952	0.0004095388048
953	0.0004085847259
954	0.0004057451123
955	0.0004052498915
956	0.0004047619525
957	0.0004025546513
958	0.0004014972885
959	0.0004010475096
960	0.0004006039559
961	0.0003979124899
962	0.0003970163368
963	0.0003965537206
964	0.000395689764
965	0.000392972096
966	0.000392547892
967	0.0003900078022
968	0.0003895627747
969	0.0003870610505
970	0.0003850001421
971	0.0003825445554
972	0.0003805369799
973	0.0003801086875
974	0.0003776998062
975	0.0003757475085
976	0.0003749856407
977	0.0003726208756
978	0.0003703137103
979	0.0003680423443
980	0.0003657663644
981	0.000363413733
982	0.0003612142995
983	0.0003589218587
984	0.0003567570166
985	0.0003546274712
986	0.0003536751555
987	0.0003514571243
988	0.0003510782751
989	0.0003507047096
990	0.0003483268477
991	0.0003474180437
992	0.0003470978609
993	0.0003450489446
994	0.0003446874542
995	0.0003434283612
996	0.0003430722657
997	0.0003422488654
998	0.0003412700908
999	0.0003389639452
